CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount,mean_nb_tx_per_day,available_terminals,nb_terminals
12,31.542835092418386,36.37107709426226,59.168693189698566,29.584346594849283,1.7544060538492814,"[565, 690, 808, 1117, 1211, 1238, 1249, 1300, 1436, 1488, 1604, 1715, 1905, 2080, 2248, 2448, 2480, 2797, 3122, 3136, 3277, 3498, 3533, 3597, 4118, 4300, 4402, 4465, 4537, 4568, 4813, 5369, 5393, 5425, 5471, 6200, 6416, 6580, 6752, 6843, 6856, 6858, 6917, 6987]",44
13,98.83738380592261,10.204481074802807,24.843291829009296,12.421645914504648,0.645238071539985,"[370, 453, 685, 785, 827, 1275, 1419, 1769, 2108, 2537, 2663, 2787, 2811, 2948, 3144, 3761, 4126, 4482, 4900, 4971, 5082, 5620, 5820, 5847, 5867, 5919, 5924, 6093, 6911]",29
14,65.31083254653984,25.329160253978213,49.2995234213491,24.64976171067455,0.977702368006411,"[88, 90, 141, 404, 410, 411, 723, 815, 829, 915, 933, 1001, 1033, 1052, 1056, 1101, 1226, 1434, 1482, 1503, 1540, 1693, 1878, 1884, 1966, 2005, 2078, 2136, 2171, 2346, 2755, 2898, 3133, 3235, 3467, 3587, 3822, 3870, 4204, 4374, 4544, 4590, 4705, 4756, 4866, 4947, 5009, 5253, 5319, 5622, 5663, 5860, 5916, 5920, 5987, 6023, 6101, 6110, 6437, 6556, 6578, 6601, 6939]",63
15,15.896958364551972,11.037514116430513,67.35131099920098,33.67565549960049,0.5527318053944552,"[2, 55, 106, 210, 224, 416, 470, 490, 954, 1269, 1305, 1609, 1831, 1911, 2058, 2220, 2270, 2638, 3188, 3214, 3312, 3430, 3448, 3582, 3586, 3627, 3835, 3924, 4180, 4187, 4206, 4271, 4501, 5207, 5374, 5528, 6221, 6535, 6537, 6828]",40
16,19.65823616800535,36.872517066096414,82.99435683555383,41.497178417776915,0.3884051031722451,"[3, 110, 420, 460, 508, 577, 987, 1095, 1119, 1157, 1227, 1241, 1257, 1307, 1381, 1587, 1600, 1716, 1790, 1927, 2124, 2140, 2161, 2300, 2333, 2422, 2475, 2960, 2974, 3108, 3134, 3156, 3500, 3702, 4334, 4363, 4438, 4626, 4665, 4711, 5457, 5501, 5662, 5704, 6088, 6484, 6653]",47
17,83.7944907498804,9.609840789396307,97.7636491762726,48.8818245881363,1.8746048065908063,"[363, 517, 530, 897, 1009, 1031, 1280, 1340, 1524, 1610, 1698, 1986, 2009, 2046, 2627, 2644, 2864, 3003, 3176, 3242, 3286, 3946, 4188, 4257, 4284, 4587, 4787, 4857, 4905, 4941, 4966, 5325, 5348, 5560, 5606, 5687, 5731, 5796, 5833, 5872, 5881, 5908, 5933, 6147, 6164, 6229, 6286, 6376, 6382, 6464, 6557, 6624, 6630, 6669, 6859, 6879, 6977]",57
18,97.67610881903371,60.4845519745046,75.23004004283865,37.615020021419326,0.1567511690172827,"[34, 182, 368, 428, 522, 561, 601, 748, 805, 832, 1165, 1311, 1334, 1440, 1549, 1559, 1561, 1853, 1950, 2449, 2543, 2735, 2999, 3047, 3058, 3546, 4343, 4446, 4588, 4694, 4760, 4821, 4856, 5430, 5443, 5637, 5926, 5961, 5986, 6204, 6317, 6529, 6531, 6539, 6908]",45
19,28.280696257640958,12.01965612131689,33.13331876460377,16.566659382301886,0.4749108758169762,"[24, 156, 180, 381, 543, 555, 740, 994, 1014, 1074, 1128, 1156, 1276, 1301, 1385, 1491, 1594, 1755, 1772, 1833, 2025, 2060, 2397, 2593, 2659, 2855, 3006, 3095, 3116, 3233, 3595, 3601, 3765, 3819, 3826, 3855, 4065, 4352, 4478, 4571, 4577, 4850, 4894, 5183, 5353, 5368, 5437, 5549, 5556, 5702, 5839, 5875, 5975, 6013, 6233, 6341, 6368, 6396, 6400, 6616, 6882, 6893]",62
20,31.798317939397602,41.426299451466996,11.094012153134514,5.547006076567257,2.7698884774800794,"[565, 1069, 1436, 1488, 1489, 1572, 1916, 2297, 2480, 2797, 2810, 3136, 3319, 3325, 3401, 3573, 3691, 3900, 4023, 4287, 4300, 4410, 4568, 5004, 5210, 5274, 5351, 5369, 5393, 5425, 5447, 5617, 5624, 5696, 5865, 5935, 5996, 6200, 6209, 6269, 6306, 6416, 6580, 6609, 6752, 6761, 6843, 6856, 6987]",49
21,56.660145420657514,26.53894909394454,54.708565079336466,27.354282539668233,0.3757620430337667,"[244, 349, 564, 918, 972, 1001, 1298, 1304, 1407, 1415, 1445, 1481, 1617, 1670, 1704, 1821, 1857, 2068, 2260, 2280, 2281, 2466, 2625, 2682, 2814, 2845, 2927, 3033, 3038, 3169, 3657, 3850, 3870, 3883, 3906, 3997, 4147, 4192, 4342, 4389, 4689, 4818, 4847, 4928, 4963, 5153, 5204, 5356, 5373, 5432, 5622, 5855, 6117, 6250, 6307, 6470, 6579, 6611, 6639, 6668, 6806, 6832, 6928, 6956]",64
22,57.59464955561793,92.92961975762141,35.264050482875746,17.632025241437873,2.6696415198547268,"[65, 99, 364, 401, 433, 485, 497, 545, 651, 672, 772, 874, 898, 925, 982, 1622, 1922, 1924, 2338, 2343, 2489, 2671, 2862, 3019, 3326, 3696, 3710, 3797, 3925, 3982, 4077, 4297, 4378, 4455, 4472, 4849, 4937, 4952, 4957, 5003, 5028, 5043, 5335, 5521, 5597, 6582, 6622]",47
23,13.179786240439217,71.63272041185655,32.4935788299841,16.24678941499205,0.7327654480284673,"[165, 186, 310, 461, 468, 715, 973, 1137, 1232, 1266, 1409, 1508, 1509, 1525, 1620, 1721, 1814, 1845, 1850, 2203, 2211, 2324, 2347, 2359, 2451, 2568, 2826, 2973, 3055, 3065, 3185, 3240, 3241, 3420, 3654, 3663, 3851, 3930, 3961, 4086, 4123, 4182, 4621, 4768, 4958, 4977, 5145, 5215, 5231, 5247, 5363, 5587, 5952, 5954, 5988, 6079, 6094, 6129, 6246, 6287, 6310, 6606, 6725, 6861, 6883]",65
24,58.65129348100832,2.0107546187493552,83.7493027756495,41.87465138782475,0.018781904770188262,"[66, 74, 220, 262, 328, 437, 729, 1112, 1164, 1427, 1608, 1614, 1868, 2001, 2100, 2131, 2151, 2181, 2267, 2425, 2875, 3053, 3379, 3666, 4031, 4165, 4203, 4484, 4655, 4737, 4751, 4786, 4841, 4869, 5046, 5492, 5520, 5666, 5863, 5932, 5944, 5983, 6063, 6075, 6123, 6171, 6183, 6343, 6411, 6506]",50
25,67.781653679623,27.000797319216485,74.84343210164651,37.42171605082326,3.848754180469753,"[17, 88, 141, 254, 404, 410, 411, 815, 1033, 1052, 1056, 1101, 1226, 1314, 1344, 1434, 1453, 1503, 1540, 1583, 1693, 1838, 1878, 1884, 2078, 2136, 2171, 2346, 2898, 2988, 3133, 3165, 3235, 3371, 3587, 3720, 3822, 3943, 4204, 4590, 4756, 4848, 4866, 4947, 5009, 5078, 5253, 5319, 5332, 5663, 5671, 5860, 5916, 5969, 5987, 6023, 6110, 6556, 6578, 6601, 6658, 6900, 6939]",63
26,24.875314351995804,57.61573344178369,61.24398347082471,30.621991735412355,2.2890076231634935,"[129, 288, 403, 529, 542, 566, 632, 636, 784, 875, 1008, 1099, 1194, 1557, 1593, 1654, 1722, 1781, 2340, 2396, 2580, 2628, 2723, 2802, 2818, 2940, 3021, 3190, 3225, 3327, 3542, 3672, 3740, 3749, 3901, 3944, 4080, 4083, 4104, 4159, 4189, 4218, 4492, 4500, 4515, 4522, 4586, 4880, 4895, 4993, 5337, 5868, 5878, 6159, 6176, 6206, 6228, 6379, 6567]",59
27,22.308163264061832,95.2749011516985,47.4769109686746,23.7384554843373,3.3856346898845113,"[302, 380, 450, 521, 525, 657, 719, 833, 850, 914, 931, 1501, 1531, 1692, 1818, 1867, 2391, 2507, 2782, 2882, 2924, 3104, 3423, 3521, 3558, 3645, 3685, 3786, 3945, 4060, 4081, 4592, 4675, 4801, 5136, 5302, 5540, 5708, 5741, 5886, 6020, 6045, 6311, 6457, 6678]",45
28,69.94792753175044,29.743695085513366,82.31079287173533,41.155396435867665,1.5860229633879386,"[17, 88, 141, 291, 410, 828, 1161, 1295, 1314, 1344, 1453, 1512, 1583, 1693, 1878, 2056, 2171, 2302, 2346, 2415, 2598, 2898, 2988, 3165, 3181, 3358, 3371, 3515, 3587, 3720, 3758, 3822, 3943, 4074, 4247, 4674, 4756, 4848, 5009, 5078, 5121, 5253, 5319, 5375, 5671, 5860, 5916, 6023, 6110, 6144, 6328, 6389, 6556, 6591, 6658, 6687, 6829, 6900]",58
29,88.11031971111616,58.12728726358587,88.76485937621102,44.38242968810551,2.7701263603110635,"[40, 48, 62, 181, 335, 393, 552, 553, 618, 839, 951, 1025, 1115, 1151, 1369, 1380, 1413, 1630, 1636, 1955, 2109, 2369, 2392, 2479, 2594, 2690, 2736, 2933, 2944, 3032, 3118, 3433, 3517, 3606, 3644, 3687, 3841, 3942, 4125, 4146, 4209, 4357, 4362, 4486, 4718, 4814, 4889, 5127, 5142, 5293, 5334, 5354, 5707, 5926, 6087, 6365, 6386, 6422, 6462, 6992]",60
30,72.52542798196406,50.13243819267023,95.82794529870627,47.913972649353134,2.5759607969185496,"[276, 306, 340, 367, 642, 659, 689, 701, 738, 961, 1013, 1111, 1383, 1539, 1679, 1690, 1837, 1839, 1912, 2134, 2142, 2390, 2559, 2909, 2962, 3322, 3342, 3381, 3581, 3700, 3754, 3776, 3888, 4013, 4100, 4170, 4557, 4585, 4830, 5359, 5391, 5392, 5594, 5703, 5723, 5761, 5825, 5901, 5992, 6156, 6218, 6496, 6667, 6708, 6760, 6914, 6948, 6981]",58
31,42.38550485581797,60.639321412792434,6.8233538393866855,3.4116769196933427,1.2062992666981973,"[8, 46, 160, 190, 242, 431, 876, 958, 1050, 1083, 1230, 1345, 1717, 1738, 2082, 2091, 2192, 2601, 2641, 2650, 2688, 2859, 3563, 3605, 3695, 3698, 3744, 3775, 3878, 4002, 4045, 4076, 4292, 4356, 4377, 4449, 4606, 4657, 4824, 5045, 5060, 5159, 5167, 5310, 5416, 5672, 5701, 5906, 6115, 6181, 6188, 6303, 6363, 6415, 6425, 6439, 6523, 6547, 6700, 6887, 6921]",61
32,66.01735374926851,29.007760721044406,63.71146575488994,31.85573287744497,1.7150748037830645,"[17, 88, 141, 410, 633, 829, 1018, 1056, 1132, 1226, 1314, 1344, 1453, 1482, 1503, 1693, 1878, 1884, 1926, 2078, 2171, 2216, 2241, 2346, 2565, 2767, 2898, 2988, 3133, 3515, 3587, 3822, 3882, 3943, 4204, 4590, 4756, 4866, 5009, 5078, 5197, 5253, 5319, 5671, 5860, 5916, 5987, 6023, 6110, 6437, 6556, 6578, 6601, 6658, 6865, 6900, 6939]",57
33,13.547406422245023,29.828232595603076,59.146666516620165,29.573333258310083,2.363491044992693,"[64, 231, 277, 350, 1047, 1113, 1189, 1253, 1708, 1709, 1725, 1829, 2145, 2401, 2442, 2975, 3063, 3429, 3496, 3643, 3798, 3860, 4016, 4277, 4306, 4314, 4369, 4603, 4662, 5165, 5249, 5563, 5581, 5740, 5797, 5827, 5879, 5965, 6001, 6211, 6348, 6353, 6427, 6532, 6834, 6891]",46
34,57.43252488495788,65.32008198571336,66.94981065016044,33.47490532508022,1.7256737417358958,"[29, 128, 164, 241, 415, 547, 583, 788, 809, 908, 913, 1075, 1116, 1182, 1359, 1437, 1452, 1581, 1591, 1752, 1874, 2006, 2458, 2564, 2575, 2636, 2698, 2707, 2740, 2745, 2800, 2885, 2956, 2985, 3017, 3096, 3163, 3171, 3193, 3244, 3310, 3528, 3650, 3879, 4103, 4207, 4652, 4653, 4715, 4785, 5040, 5100, 5138, 5408, 5467, 5523, 5648, 5814, 5877, 5973, 6036, 6304, 6327, 6651, 6983]",65
35,89.6546595851063,36.75618700478965,46.40716790023455,23.203583950117274,3.5676934200626884,"[38, 51, 228, 235, 406, 449, 717, 773, 867, 968, 1143, 1180, 1200, 1333, 1364, 1365, 1607, 1864, 1919, 2002, 2037, 2132, 2143, 2196, 2382, 2848, 2902, 3001, 3155, 3391, 3675, 4404, 4467, 4610, 4877, 4968, 5011, 5291, 5406, 5499, 5575, 6064, 6612, 6659, 6692, 6901, 6986]",47
36,80.61939890460857,70.38885835403663,14.521554294668606,7.260777147334303,3.677930454978694,"[175, 206, 385, 569, 817, 1048, 1174, 1352, 1459, 1553, 1653, 1759, 2040, 2133, 2138, 2244, 2373, 2592, 2733, 2753, 3304, 3368, 3387, 3404, 3522, 3600, 3664, 3813, 3889, 3920, 4177, 4415, 4423, 4502, 4524, 4793, 4888, 4940, 4964, 5058, 5071, 5072, 5092, 5245, 5288, 5298, 5384, 5449, 5454, 5475, 5547, 5830, 5930, 6034, 6240, 6357, 6361, 6407, 6424, 6453]",60
37,71.42412995491114,99.88470065678665,19.197588942509405,9.598794471254703,3.472504229472857,"[54, 337, 1011, 1347, 1371, 2022, 2054, 2141, 2290, 2357, 2410, 2562, 2579, 2591, 2905, 2938, 3027, 3189, 4024, 4130, 4558, 4910, 4929, 5349, 5446, 5742, 5765, 5770, 5985, 6049, 6133, 6249, 6576]",33
38,16.249293467637482,61.55595642838442,16.762898370696945,8.381449185348472,3.3920329172889376,"[78, 93, 163, 225, 311, 429, 557, 607, 750, 1089, 1175, 1327, 1521, 1624, 1953, 2399, 2454, 2815, 3018, 3128, 3147, 3198, 3228, 3579, 3780, 3909, 4066, 4115, 4141, 4154, 4175, 4296, 4391, 4466, 4497, 4580, 4605, 4764, 4807, 4993, 5103, 5133, 5175, 5292, 5508, 6114, 6189, 6196, 6239, 6344, 6574]",51
39,80.73189587250107,56.91007386145933,43.68241323646997,21.841206618234985,0.2766679818205522,"[122, 169, 260, 448, 895, 939, 951, 1173, 1386, 1547, 1633, 1674, 1676, 1746, 1782, 1805, 2026, 2369, 2505, 2647, 2662, 2718, 2853, 3099, 3328, 3593, 3606, 3624, 3655, 3734, 3935, 4125, 4357, 4551, 4811, 4962, 4969, 5053, 5507, 5537, 5554, 5638, 5715, 5777, 5864, 5936, 5980, 6096, 6428, 6462, 6467, 6542, 6546, 6598, 6647, 6662, 6694]",57
40,69.74287731445636,45.35426826780689,73.59528194968306,36.79764097484153,3.4655293037145167,"[31, 133, 268, 306, 505, 556, 689, 701, 738, 751, 885, 961, 1100, 1152, 1325, 1690, 1836, 1840, 1942, 2142, 2367, 2866, 2909, 2962, 3130, 3200, 3342, 3372, 3381, 3628, 3636, 3700, 3776, 3820, 3953, 4100, 4190, 4557, 4788, 4796, 4863, 5013, 5062, 5154, 5172, 5315, 5421, 5444, 5723, 5816, 5927, 6035, 6156, 6214, 6218, 6256, 6496, 6514, 6590, 6660, 6914, 6941]",62
41,97.55215050028858,85.5803342392611,6.112837997575188,3.056418998787594,1.4399122579134556,"[79, 248, 261, 339, 480, 699, 887, 890, 960, 991, 1497, 1520, 1584, 1705, 2096, 2180, 2194, 2254, 2462, 2739, 2770, 2994, 3045, 3114, 3232, 3584, 3588, 3619, 3647, 3984, 4017, 4112, 4236, 4431, 4473, 4597, 4691, 4723, 4939, 4996, 5075, 5118, 5230, 5326, 5460, 5903, 5934, 6149, 6495, 6566, 6703, 6825]",52
42,72.9990562424058,17.162967726144053,54.49847758939228,27.24923879469614,0.21735195335701452,"[158, 189, 312, 333, 407, 629, 924, 1058, 1208, 1732, 1967, 2034, 2309, 2385, 2404, 2525, 2534, 2915, 3070, 3132, 3407, 3694, 3706, 3785, 3787, 3830, 3894, 3951, 4036, 4055, 4171, 4185, 4926, 5008, 5081, 5122, 5125, 5410, 5656, 5698, 5815, 5824, 5966, 6145, 6210, 6730, 6768]",47
43,19.999652489640006,1.8521794460613972,80.40128181895496,40.20064090947748,0.8956987522415205,"[82, 586, 763, 1032, 1080, 1273, 1338, 1403, 1455, 1579, 1971, 2182, 2188, 2222, 2249, 2465, 2692, 2716, 2777, 2849, 3209, 3247, 3831, 4181, 4261, 4403, 4428, 4573, 5095, 5132, 5479, 5730, 5928, 5956, 6432, 6685, 6933, 6967]",38
44,34.53516806969027,92.80812934655908,71.91936818273561,35.959684091367805,0.1273557181252314,"[112, 120, 247, 371, 500, 616, 697, 712, 803, 894, 901, 949, 1286, 1348, 1546, 1598, 1832, 1876, 1900, 2032, 2089, 2255, 2299, 2339, 2483, 2642, 2725, 2769, 2774, 2891, 3051, 3161, 3465, 3490, 3612, 3989, 4290, 4394, 4839, 4903, 5202, 5211, 5233, 5371, 5633, 5744, 5962, 6068, 6073, 6313, 6332, 6336, 6406, 6472, 6483, 6493, 6684]",57
45,16.469415649791273,62.14784014997635,59.83671591739592,29.91835795869796,0.9515712854980345,"[93, 163, 225, 311, 429, 557, 607, 750, 986, 1089, 1175, 1327, 1465, 1521, 1624, 1953, 2399, 2454, 2815, 3018, 3128, 3147, 3198, 3228, 3626, 3780, 3909, 4066, 4115, 4141, 4154, 4175, 4225, 4391, 4466, 4580, 4605, 4764, 4807, 4993, 5103, 5133, 5175, 5292, 5508, 5853, 6012, 6114, 6189, 6239, 6344, 6574]",52
46,93.42139979247938,61.3965955965896,55.88511628737104,27.94255814368552,2.359639905418284,"[34, 52, 101, 182, 368, 428, 522, 552, 601, 748, 805, 832, 839, 1136, 1334, 1559, 1853, 1881, 2543, 2558, 2690, 2734, 2735, 2999, 3058, 3157, 3433, 3546, 3687, 3781, 3841, 3942, 4209, 4251, 4343, 4362, 4446, 4546, 4694, 4821, 4856, 5129, 5142, 5293, 5334, 5340, 5926, 5986, 6103, 6529, 6539, 6908, 6947]",53
47,73.01220295167697,31.194499547960184,42.83100091052873,21.415500455264365,0.8393749959004886,"[17, 41, 207, 273, 291, 441, 695, 703, 828, 1120, 1125, 1161, 1291, 1295, 1344, 1453, 1512, 1583, 1684, 1703, 1965, 1989, 2043, 2056, 2064, 2178, 2327, 2415, 2427, 2598, 2706, 2988, 3137, 3181, 3309, 3358, 3371, 3508, 3686, 4074, 4135, 4247, 4674, 4800, 4848, 5000, 5078, 5121, 5375, 5458, 5524, 5798, 6023, 6142, 6144, 6257, 6328, 6389, 6559, 6658, 6786, 6829]",62
48,18.619300588033617,94.43723899839335,75.25732552968232,37.62866276484116,1.9618352344702683,"[302, 380, 525, 657, 719, 833, 931, 1408, 1501, 1753, 2398, 2507, 2782, 2936, 2939, 3081, 3104, 3154, 3392, 3423, 3521, 3558, 3673, 3685, 3945, 4432, 4445, 4592, 4675, 4777, 5540, 5634, 5741, 5886, 6180, 6311, 6457, 6511, 6527, 6614, 6678]",41
49,22.741462797332325,25.435648177039294,10.512770230768183,5.2563851153840915,1.737666502232483,"[26, 176, 192, 203, 487, 533, 732, 855, 883, 904, 977, 1177, 1246, 1387, 1393, 1411, 1461, 1550, 1586, 1873, 1937, 2257, 2607, 2616, 2670, 2724, 2749, 2756, 3215, 3456, 3577, 3681, 3795, 3893, 4064, 4231, 4347, 4383, 4509, 4602, 4682, 4696, 4734, 4755, 4799, 4852, 4873, 4920, 5217, 5243, 5489, 5752, 5917, 6113, 6266, 6475, 6490, 6885]",58
50,31.179588199410258,69.63434888154595,40.886424732785684,20.443212366392842,0.7184147102385392,"[11, 295, 315, 354, 396, 498, 594, 984, 1042, 1209, 1477, 1533, 1602, 1648, 1724, 1766, 1963, 2041, 2099, 2153, 3167, 3341, 3354, 3380, 3565, 3604, 3875, 3884, 3913, 4117, 4152, 4155, 4226, 4412, 4521, 4540, 4641, 4698, 4703, 4739, 4923, 4976, 5005, 5272, 5347, 5358, 5397, 5427, 5469, 5472, 5511, 5534, 5632, 5941, 5999, 6125, 6272, 6615, 6674, 6841, 6934, 6971]",62
51,2.467872839133123,6.724963146324859,69.5423134823639,34.77115674118195,1.8147873782241812,"[60, 72, 211, 299, 477, 482, 686, 709, 804, 1185, 1210, 1220, 1294, 1566, 1691, 2020, 2105, 2506, 2557, 2892, 3090, 3124, 3138, 3175, 3336, 3620, 3973, 4020, 4387, 4421, 4885, 5093, 5098, 5364, 5546, 5592, 5949, 6047, 6074, 6095, 6262, 6321, 6331, 6412, 6431, 6712]",46
52,53.65792111087222,89.6671293040342,99.08220000268692,49.54110000134346,0.8675879375938957,"[94, 113, 245, 401, 417, 485, 730, 772, 898, 925, 1000, 1155, 1270, 1458, 1537, 1599, 1622, 2083, 2319, 2343, 2489, 2711, 2763, 2862, 2959, 3019, 3223, 3250, 3594, 3710, 3963, 4068, 4077, 4114, 4297, 4378, 4427, 4472, 4849, 4851, 4854, 4897, 4933, 4934, 4937, 4974, 5043, 5156, 5266, 5335, 5521, 5548, 5615, 5718, 5882, 5909, 6056, 6083, 6785, 6842, 6916, 6982]",62
53,66.30782031001007,26.332237673715063,6.961844949244225,3.4809224746221124,3.033514615344566,"[88, 141, 254, 404, 410, 411, 815, 829, 1033, 1052, 1056, 1101, 1226, 1314, 1434, 1482, 1503, 1540, 1693, 1878, 1884, 2078, 2136, 2171, 2346, 2755, 2898, 2988, 3133, 3165, 3235, 3467, 3587, 3720, 3822, 3943, 4204, 4590, 4705, 4756, 4866, 4947, 5009, 5078, 5253, 5319, 5663, 5671, 5860, 5916, 5920, 5987, 6023, 6110, 6437, 6556, 6578, 6601, 6658, 6900, 6939]",61
54,32.00171508224678,38.3463894171898,60.890125787592545,30.445062893796273,3.3241938209447617,"[565, 690, 1117, 1238, 1249, 1436, 1488, 1572, 2080, 2448, 2480, 2797, 2810, 3122, 3136, 3277, 3319, 3325, 3498, 3573, 4118, 4300, 4402, 4465, 4537, 4568, 5210, 5369, 5393, 5425, 5471, 6200, 6269, 6416, 6580, 6752, 6761, 6843, 6856, 6858, 6917, 6987]",42
